Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
BMW,116i,2015,Brown,"KSh 1,300,000",Kenyan Used,Automatic,131000
Daihatsu,Move,2014,White,"KSh 690,000",Kenyan Used,Automatic,
Toyota,Vitz,2017,White,"KSh 1,150,000",Foreign Used,Automatic,61000
Nissan,Serena,2013,Black,"KSh 1,034,800",Kenyan Used,Automatic,195792
Toyota,Belta,2010,Silver,"KSh 546,000",Kenyan Used,Automatic,
Toyota,Hilux,2009,White,"KSh 1,350,000",Kenyan Used,Manual,
Mazda,Demio,2016,Brown,"KSh 1,200,000",Foreign Used,Automatic,
Subaru,Forester,2016,White,"KSh 3,000,000",Foreign Used,Automatic,
Nissan,X-Trail,2015,Black,"KSh 2,310,000",Kenyan Used,Automatic,
Nissan,Latio,2013,White,"KSh 966,000",Kenyan Used,Automatic,
Mazda,Demio,2016,White,"KSh 1,280,000",Foreign Used,Automatic,85000
Mazda,Demio,2012,Black,"KSh 603,200",Kenyan Used,Automatic,250758
Nissan,March,2012,Silver,"KSh 395,000",Kenyan Used,Automatic,156000
Mitsubishi,Outlander,2010,Silver,"KSh 1,207,500",Kenyan Used,Automatic,135276
Mercedes-Benz,E350,2010,Brown,"KSh 2,390,000",Kenyan Used,Automatic,
Mazda,Demio,2011,Red,"KSh 576,250",Kenyan Used,Automatic,103808
Toyota,Land,2016,Pearl,"KSh 6,100,000",Foreign Used,Automatic,39000
Toyota,Allion,2003,Black,"KSh 630,000",Kenyan Used,Automatic,164100
Toyota,Raum,2011,Blue,"KSh 730,000",Kenyan Used,Automatic,102000
Toyota,Passo,2016,Blue,"KSh 1,050,000",Foreign Used,Automatic,101874
Peugeot,308,2015,White,"KSh 900,000",Kenyan Used,Automatic,
Nissan,Juke,2013,Black,"KSh 1,237,600",Kenyan Used,Automatic,155195
Nissan,Note,2013,White,"KSh 682,500",Kenyan Used,Automatic,94908
Toyota,Passo,2013,Purple,"KSh 609,000",Kenyan Used,Automatic,114738
Toyota,Land,2016,Silver,"KSh 13,500,000",Foreign Used,Automatic,
Volvo,S60,2014,Silver,"KSh 1,999,999",Kenyan Used,Automatic,
Subaru,XV,2016,Silver,"KSh 2,200,000",Foreign Used,Automatic,45321
BMW,X5,2016,Black,"KSh 6,699,999",Foreign Used,Automatic,
Toyota,Vanguard,2008,Silver,"KSh 1,180,000",Kenyan Used,Automatic,125808
Toyota,Sienta,2016,White,"KSh 1,600,000",Foreign Used,Automatic,
Subaru,Forester,2016,Silver,"KSh 3,400,000",Foreign Used,Automatic,
Volkswagen,Polo,2011,Red,"KSh 875,000",Foreign Used,Automatic,
Volkswagen,Golf,2016,Blue,"KSh 2,390,000",Foreign Used,Automatic,
Toyota,Hilux,2012,Red,"KSh 1,950,000",Kenyan Used,Automatic,117963
Mercedes-Benz,E200,2016,White,"KSh 4,600,000",Foreign Used,Automatic,
Volvo,S60,2016,White,"KSh 2,299,999",Foreign Used,Automatic,
Peugeot,308,2016,,"KSh 1,650,000",Foreign Used,Automatic,
Isuzu,D-MAX,2018,Silver,"KSh 4,990,000",Foreign Used,Automatic,75000
Nissan,March,2008,Pink,"KSh 390,000",Kenyan Used,Automatic,111000
Jeep,Compass,2016,Black,"KSh 2,799,999",Foreign Used,Automatic,
BMW,X1,2016,Silver,"KSh 3,450,000",Foreign Used,Automatic,
Lexus,RX,2011,White,"KSh 2,500,000",Kenyan Used,Automatic,130000
Peugeot,308,2016,Red,"KSh 1,750,000",Foreign Used,Automatic,68000
Mitsubishi,Lancer,1998,Green,"KSh 235,000",Kenyan Used,Automatic,119363
Nissan,Note,2016,Pearl,"KSh 1,150,000",Foreign Used,Automatic,87000
Toyota,Noah,2004,Silver,"KSh 350,000",Kenyan Used,Automatic,
Suzuki,Alto,2016,White,"KSh 720,000",Foreign Used,Automatic,
Nissan,Lafesta,2008,Gray,"KSh 270,000",Kenyan Used,Automatic,200000
Nissan,Dayz,2014,Silver,"KSh 690,000",Kenyan Used,Automatic,
Volkswagen,Golf,2016,Black,"KSh 1,890,000",Foreign Used,Automatic,
Nissan,Note,2015,,"KSh 980,000",Foreign Used,Automatic,
Land,Rover,2016,Gray,"KSh 9,500,000",Foreign Used,Automatic,
Toyota,Land,2004,White,"KSh 2,150,000",Kenyan Used,Automatic,138808
Toyota,RAV4,2012,White,"KSh 2,180,000",Kenyan Used,Automatic,96000
Nissan,Sylphy,2008,Blue,"KSh 590,000",Kenyan Used,Automatic,155423
Toyota,Fortuner,2016,Gray,"KSh 5,950,000",Foreign Used,Automatic,
Daihatsu,Move,2014,White,"KSh 690,000",Kenyan Used,Automatic,
Nissan,Note,2011,Red,"KSh 590,000",Kenyan Used,Automatic,
Mitsubishi,Pajero,2014,Silver,"KSh 3,800,000",Kenyan Used,Automatic,145000
Mercedes-Benz,C180,2017,Black,"KSh 3,700,000",Foreign Used,Automatic,
Toyota,Land,1998,Silver,"KSh 870,000",Kenyan Used,Automatic,142095
Nissan,X-Trail,2016,Black,"KSh 2,680,000",Foreign Used,Automatic,130000
Toyota,Harrier,2016,Black,"KSh 3,780,000",Foreign Used,Automatic,52000
Toyota,Hilux,2016,White,"KSh 2,950,000",Foreign Used,Manual,29500
Mercedes-Benz,C180,2015,Black,"KSh 3,650,000",Kenyan Used,Automatic,
Toyota,Land,2008,White,"KSh 5,000,000",Kenyan Used,Automatic,135000
Isuzu,Trooper,1992,Beige,"KSh 200,000",Kenyan Used,Manual,94000
Subaru,Forester,2016,Black,"KSh 3,150,000",Foreign Used,Automatic,87000
Toyota,Harrier,2014,Brown,"KSh 2,950,000",Kenyan Used,Automatic,102000
Honda,CR-V,2001,Gold,"KSh 490,000",Kenyan Used,Automatic,179000
Toyota,Land,2015,White,"KSh 6,650,000",Foreign Used,Automatic,56000
Nissan,Serena,2011,Green,"KSh 870,000",Kenyan Used,Automatic,118300
Volkswagen,Polo,2016,Red,"KSh 1,400,000",Foreign Used,Automatic,67000
Toyota,C-HR,2017,Black,"KSh 3,600,000",Foreign Used,Automatic,50999
Honda,Vezel,2018,Red,"KSh 2,600,000",Foreign Used,Automatic,
Honda,Vezel,2016,Silver,"KSh 2,450,000",Foreign Used,Automatic,
Mercedes-Benz,E200,2016,Green,"KSh 4,800,000",Foreign Used,Automatic,
Lexus,RX,2010,White,"KSh 1,799,999",Kenyan Used,Automatic,
Mazda,Demio,2014,Silver,"KSh 1,080,000",Kenyan Used,Automatic,
Toyota,Esquire,2016,Purple,"KSh 2,555,000",Foreign Used,Automatic,212054
Toyota,Harrier,2017,Black,"KSh 3,800,000",Foreign Used,Automatic,59000
Toyota,ISIS,2007,White,"KSh 695,000",Kenyan Used,Automatic,132000
Toyota,Spade,2014,Black,"KSh 880,000",Kenyan Used,Automatic,108000
Suzuki,Baleno,2016,White,"KSh 1,299,999",Foreign Used,Automatic,
Mercedes-Benz,E200,2016,Silver,"KSh 5,100,000",Foreign Used,Automatic,61000
Suzuki,Alto,2015,Red,"KSh 620,000",Kenyan Used,Automatic,90000
Volvo,XC60,2016,Brown,"KSh 3,999,999",Foreign Used,Automatic,60016
Toyota,Land,,white,"KSh 2,550,000",Kenyan Used,Automatic,138595
Toyota,Auris,2016,White,"KSh 1,700,000",Foreign Used,Automatic,64000
Toyota,Land,2017,Brown,"KSh 6,300,000",Foreign Used,Automatic,82000
BMW,X1,2016,Gray,"KSh 3,450,000",Foreign Used,Automatic,
Subaru,Outback,2008,Silver,"KSh 1,250,000",Kenyan Used,Automatic,
Mazda,Demio,2016,Pearl,"KSh 1,230,000",Foreign Used,Automatic,
Nissan,Note,2016,Pearl,"KSh 990,000",Foreign Used,Automatic,93000
Mercedes-Benz,GLA-Class,2016,Black,"KSh 3,200,000",Foreign Used,Automatic,108000
Toyota,Allion,2012,White,"KSh 1,300,000",Kenyan Used,Automatic,110000
Mitsubishi,RVR,2016,Silver,"KSh 2,600,000",Foreign Used,Automatic,
Mazda,CX-5,2017,Red,"KSh 3,450,000",Foreign Used,Automatic,
Toyota,Harrier,2012,Black,"KSh 2,200,000",Kenyan Used,Automatic,111907
Toyota,Probox,2012,White,"KSh 750,000",Kenyan Used,Automatic,176006
Honda,Fit,2008,Silver,"KSh 570,000",Kenyan Used,Automatic,210000
Mazda,CX-5,2016,White,"KSh 2,800,000",Foreign Used,Automatic,40000
Mazda,CX-5,2016,Red,"KSh 3,299,999",Foreign Used,Automatic,
Toyota,Passo,2015,White,"KSh 940,000",Foreign Used,Automatic,89545
Land,Rover,2015,Black,"KSh 4,800,000",Foreign Used,Automatic,60000
Nissan,Note,,Black,"KSh 1,180,000",Foreign Used,Automatic,91606
Toyota,Land,2007,Brown,"KSh 1,949,999",Kenyan Used,Automatic,
Toyota,Land,2015,Gray,"KSh 6,650,000",Foreign Used,Automatic,23021
Subaru,Impreza,2010,Gray,"KSh 1,000,000",Kenyan Used,Automatic,227000
Nissan,Murano,2006,Orange,"KSh 850,000",Kenyan Used,Automatic,88000
Toyota,Sienta,2006,Silver,"KSh 365,000",Kenyan Used,Automatic,
Mazda,Atenza,2016,Blue,"KSh 2,550,000",Foreign Used,Automatic,47419
Toyota,Vitz,2013,Pearl,"KSh 790,000",Kenyan Used,Automatic,95000
Toyota,Probox,2010,White,"KSh 430,000",Kenyan Used,Automatic,
Subaru,Impreza,2016,Gray,"KSh 1,799,999",Foreign Used,Automatic,85654
Toyota,Auris,2016,Silver,"KSh 1,850,000",Kenyan Used,Automatic,47000
Subaru,Impreza,2008,Black,"KSh 789,000",Kenyan Used,Automatic,
Subaru,Legacy,2015,Silver,"KSh 2,050,000",Foreign Used,Automatic,123045
Jeep,Grand,2016,White,"KSh 5,700,000",Foreign Used,Automatic,85000
Toyota,Vanguard,2013,White,"KSh 2,370,000",Kenyan Used,Automatic,96000
Subaru,Levorg,2016,Silver,"KSh 1,800,000",Foreign Used,Automatic,
Nissan,March,2016,White,"KSh 950,000",Foreign Used,Automatic,47000
Toyota,Pixis,2016,Brown,"KSh 700,000",Foreign Used,Automatic,76000
Lexus,LX,2016,White,"KSh 14,000,000",Foreign Used,Automatic,
Mercedes-Benz,GLA-Class,2016,Black,"KSh 2,980,000",Foreign Used,Automatic,69000
Suzuki,Ignis,2016,Gold,"KSh 1,100,000",Foreign Used,Automatic,76000
Toyota,Premio,2016,White,"KSh 2,200,000",Foreign Used,Automatic,82000
Nissan,Sylphy,2016,Silver,"KSh 1,500,000",Foreign Used,Automatic,85000
Toyota,Corolla,2016,Silver,"KSh 1,700,000",Foreign Used,Automatic,89000
Nissan,Skyline,2016,White,"KSh 2,300,000",Foreign Used,Automatic,56000
Peugeot,208,2016,White,"KSh 1,100,000",Foreign Used,Automatic,58000
Subaru,XV,2016,Beige,"KSh 2,350,000",Foreign Used,Automatic,88000
Subaru,Forester,2016,Black,"KSh 3,200,000",Foreign Used,Automatic,72000
Subaru,Outback,2016,White,"KSh 3,100,000",Foreign Used,Automatic,68000
Suzuki,Hustler,2016,Beige,"KSh 830,000",Foreign Used,Automatic,79000
Subaru,Forester,2016,Red,"KSh 3,200,000",Foreign Used,Automatic,67000
Toyota,Hilux,2016,White,"KSh 4,800,000",Foreign Used,Automatic,68000
Honda,Vezel,2016,Blue,"KSh 2,500,000",Foreign Used,Automatic,64000
Volkswagen,Touran,2016,Blue,"KSh 2,300,000",Foreign Used,Automatic,51000
Volkswagen,Polo,2016,Red,"KSh 1,380,000",Foreign Used,Automatic,46000
Toyota,bB,2016,Brown,"KSh 1,050,000",Foreign Used,Automatic,78000
Subaru,Forester,2015,Black,"KSh 2,530,000",Foreign Used,Automatic,76000
Toyota,Auris,2017,Black,"KSh 1,750,000",Foreign Used,Automatic,80000
Honda,Fit,2014,White,"KSh 960,000",Kenyan Used,Automatic,98080
Daihatsu,Mira,2016,Blue,"KSh 700,000",Foreign Used,Automatic,78000
Toyota,Passo,2016,White,"KSh 950,000",Foreign Used,Automatic,196085
Suzuki,Wagon,2016,Black,"KSh 750,000",Foreign Used,Automatic,82000
Daihatsu,Move,2016,Silver,"KSh 780,000",Foreign Used,Automatic,76000
Toyota,Corolla,2017,Silver,"KSh 1,700,000",Foreign Used,Automatic,64000
Nissan,Note,2016,Red,"KSh 980,000",Foreign Used,Automatic,58000
Mazda,CX-3,2016,Blue,"KSh 1,950,000",Foreign Used,Automatic,82000
Nissan,X-Trail,2016,Black,"KSh 2,600,000",Foreign Used,Automatic,75000
Nissan,Note,2017,Blue,"KSh 1,200,000",Foreign Used,Automatic,76000
Toyota,ISIS,2016,Silver,"KSh 1,600,000",Foreign Used,Automatic,32000
Toyota,Axio,2016,White,"KSh 1,600,000",Foreign Used,Automatic,43000
Mazda,Atenza,2016,Red,"KSh 2,290,000",Foreign Used,Automatic,76000
Daihatsu,Cuore,2016,Black,"KSh 800,000",Foreign Used,Automatic,78000
Mitsubishi,Outlander,2016,Gray,"KSh 3,200,000",Foreign Used,Automatic,74000
Toyota,TownAce,2016,Yellow,"KSh 1,200,000",Foreign Used,Automatic,93000
Honda,CR-V,2016,Silver,"KSh 3,280,000",Foreign Used,Automatic,70000
Honda,Fit,2016,White,"KSh 1,280,000",Foreign Used,Automatic,67505
Porsche,Cayenne,2016,White,"KSh 7,000,000",Foreign Used,Automatic,75000
Suzuki,Escudo,2016,Silver,"KSh 2,600,000",Foreign Used,Automatic,53000
Nissan,X-Trail,2016,White,"KSh 2,650,000",Foreign Used,Automatic,76000
Nissan,X-Trail,2015,Black,"KSh 2,250,000",Kenyan Used,CVT,96000
Toyota,Premio,2017,White,"KSh 2,500,000",Foreign Used,Automatic,
Nissan,Latio,2016,White,"KSh 1,200,000",Foreign Used,Automatic,79000
Toyota,Mark,2016,White,"KSh 1,950,000",Foreign Used,Automatic,72000
Toyota,Rumion,2021,Black,"KSh 1,450,000",Foreign Used,Automatic,86000
Mercedes-Benz,C180,2016,Red,"KSh 3,280,000",Foreign Used,Automatic,83000
Toyota,Passo,2016,Green,"KSh 1,000,000",Foreign Used,Automatic,74000
Nissan,Note,2015,Brown,"KSh 1,050,000",Foreign Used,Automatic,101000
Toyota,Mark,2016,White,"KSh 2,450,000",Foreign Used,Automatic,159771
Nissan,Note,2017,Red,"KSh 1,100,000",Foreign Used,Automatic,35000
Audi,A1,2016,White,"KSh 1,490,000",Foreign Used,Automatic,72000
Nissan,Note,2016,White,"KSh 1,250,000",Foreign Used,Automatic,77000
Mazda,CX-5,2017,Red,"KSh 3,300,000",Foreign Used,Automatic,76000
Toyota,Sienta,2016,Green,"KSh 1,480,000",Foreign Used,Automatic,68000
Honda,Fit,2016,Silver,"KSh 1,500,000",Foreign Used,Automatic,72000
Toyota,Voxy,2012,Black,"KSh 1,350,000",Kenyan Used,Automatic,
Toyota,Noah,2016,Silver,"KSh 2,500,000",Foreign Used,Automatic,76000
Toyota,Esquire,2016,White,"KSh 2,400,000",Foreign Used,Automatic,73000
Suzuki,Swift,2016,Brown,"KSh 1,150,000",Foreign Used,Automatic,72000
Ford,Ranger,2016,Silver,"KSh 5,800,000",Foreign Used,Automatic,
Toyota,Premio,2015,Purple,"KSh 2,250,000",Foreign Used,Automatic,56424
Ford,Ranger,2016,Black,"KSh 5,800,000",Foreign Used,Automatic,
Toyota,Harrier,2015,Black,"KSh 3,500,000",Foreign Used,Automatic,
Toyota,Hilux,2013,Black,"KSh 2,950,000",Kenyan Used,Manual,76000
Nissan,X-Trail,2012,Red,"KSh 1,480,000",Kenyan Used,CVT,96000
Toyota,Land,2010,White,"KSh 4,499,999",Kenyan Used,Automatic,
Subaru,Legacy,2013,Silver,"KSh 1,395,000",Kenyan Used,Automatic,102171
Mercedes-Benz,S-Class,2009,Black,"KSh 3,499,999",Kenyan Used,Automatic,
Toyota,C-HR,2017,Gray,"KSh 3,200,000",Foreign Used,Automatic,189000
Toyota,Vitz,2016,Blue,"KSh 1,250,000",Foreign Used,Automatic,61900
Mitsubishi,Outlander,2015,Blue,"KSh 2,950,000",Foreign Used,Automatic,185000
Toyota,Land,2016,White,"KSh 5,900,000",Foreign Used,Automatic,
Toyota,Vanguard,2012,Black,"KSh 1,950,000",Kenyan Used,Automatic,
Toyota,Corolla,2015,Black,"KSh 1,650,000",Foreign Used,Automatic,
Toyota,Wish,2012,Pearl,"KSh 1,250,000",Kenyan Used,Automatic,110000
Toyota,Prius,2012,Black,"KSh 960,000",Kenyan Used,Automatic,186000
Subaru,Legacy,2016,Black,"KSh 2,400,000",Foreign Used,Automatic,
Isuzu,MU-X,2018,Gray,"KSh 4,650,000",Kenyan Used,Automatic,72012
Nissan,Note,2018,Silver,"KSh 1,230,000",Foreign Used,Automatic,
Nissan,Note,2018,Blue,"KSh 1,360,000",Foreign Used,Automatic,
Toyota,Celica,1990,Orange,"KSh 380,000",Kenyan Used,Manual,
Toyota,Hilux,2010,Silver,"KSh 1,290,000",Kenyan Used,Manual,
Toyota,Passo,2005,Red,"KSh 350,000",Kenyan Used,Automatic,
Lexus,RX,2009,White,"KSh 1,799,999",Kenyan Used,Automatic,
Subaru,Impreza,2016,,"KSh 2,700,000",Foreign Used,Automatic,88000
Toyota,Rush,2016,Silver,"KSh 2,300,000",Foreign Used,Automatic,
Subaru,Impreza,2012,Black,"KSh 1,180,000",Kenyan Used,Automatic,96000
Toyota,Allion,2008,Silver,"KSh 1,230,000",Kenyan Used,Automatic,96000
Honda,Fit,2014,Blue,"KSh 880,000",Kenyan Used,Automatic,142560
Toyota,Land,2003,White,"KSh 1,300,000",Kenyan Used,Automatic,149000
Isuzu,D-MAX,2018,Gray,"KSh 2,250,000",Kenyan Used,Manual,110367
Toyota,Spade,2016,Green,"KSh 1,199,999",Foreign Used,Automatic,
Honda,CR-V,2014,Blue,"KSh 2,290,000",Kenyan Used,Automatic,
Volvo,S60,2013,White,"KSh 1,399,999",Kenyan Used,Automatic,
Mazda,Atenza,2016,Gray,"KSh 2,299,999",Foreign Used,Automatic,
Toyota,Land,2016,Black,"KSh 6,150,000",Foreign Used,Automatic,74000
Peugeot,504,1998,Brown,"KSh 250,000",Kenyan Used,Manual,
Toyota,Allion,2007,Silver,"KSh 750,000",Kenyan Used,Automatic,166000
Nissan,Note,2017,Black,"KSh 1,150,000",Foreign Used,Automatic,183471
Volkswagen,Golf,2019,Gray,"KSh 5,500,000",Foreign Used,Automatic,20000
Subaru,Impreza,2006,Blue,"KSh 550,000",Kenyan Used,Automatic,150000
Toyota,Roomy,2016,Silver,"KSh 1,200,000",Foreign Used,Automatic,226071
Mazda,Axela,2016,White,"KSh 1,900,000",Foreign Used,Automatic,109118
Nissan,Dayz,2014,Silver,"KSh 690,000",Kenyan Used,Automatic,
Toyota,Corolla,2014,Silver,"KSh 1,280,000",Kenyan Used,Automatic,77000
Subaru,Outback,2008,Gray,"KSh 1,190,000",Kenyan Used,Automatic,146000
Toyota,Corolla,2013,Black,"KSh 1,150,000",Kenyan Used,Automatic,
Toyota,Harrier,2017,Silver,"KSh 4,000,000",Foreign Used,Automatic,127080
Toyota,Harrier,2015,Black,"KSh 3,200,000",Kenyan Used,Automatic,96000
Toyota,Voxy,2011,Gray,"KSh 1,430,000",Kenyan Used,Automatic,74000
Mazda,Demio,2006,Black,"KSh 400,000",Kenyan Used,Automatic,112862
Daihatsu,Charade,2008,Silver,"KSh 600,000",Foreign Used,Manual,128300
Subaru,Forester,2008,Black,"KSh 1,280,000",Kenyan Used,Automatic,124000
Toyota,Probox,2012,Silver,"KSh 850,000",Foreign Used,Automatic,127000
Subaru,Outback,2006,Black,"KSh 830,000",Kenyan Used,Automatic,170000
Toyota,RAV4,2015,White,"KSh 2,680,000",Foreign Used,Automatic,56000
Mercedes-Benz,C180,2016,Brown,"KSh 3,500,000",Foreign Used,Automatic,60333
Nissan,Serena,2016,Silver,"KSh 1,749,999",Foreign Used,Automatic,
Nissan,Latio,2014,Silver,"KSh 890,000",Kenyan Used,Automatic,103000
Toyota,Sienta,2016,Red,"KSh 1,599,999",Foreign Used,Automatic,
Toyota,Harrier,2010,Gray,"KSh 1,550,000",Foreign Used,Automatic,
Toyota,HiAce,2010,Silver,"KSh 1,680,000",Kenyan Used,Automatic,
Mercedes-Benz,C200,2008,Silver,"KSh 1,450,000",Kenyan Used,Automatic,
Toyota,Hilux,2015,Blue,"KSh 3,720,000",Foreign Used,Manual,69000
Toyota,Hilux,2018,Silver,"KSh 3,650,000",Kenyan Used,Manual,
Daihatsu,Mira,2016,White,"KSh 750,000",Foreign Used,Automatic,50086
Isuzu,D-MAX,2008,Red,"KSh 1,400,000",Kenyan Used,Manual,
Nissan,Pick-Up,2004,Silver,"KSh 850,000",Kenyan Used,Manual,
Toyota,Ractis,2008,White,"KSh 570,000",Kenyan Used,Automatic,
Toyota,Harrier,2008,Black,"KSh 1,800,000",Kenyan Used,Automatic,95000
Honda,Vezel,2014,Red,"KSh 2,200,000",Kenyan Used,Automatic,96000
Mazda,Axela,2017,Red,"KSh 1,750,000",Foreign Used,Automatic,
Mercedes-Benz,C200,2016,Silver,"KSh 4,450,000",Foreign Used,Automatic,
Toyota,Passo,2012,Silver,"KSh 500,000",Kenyan Used,Automatic,60000
Toyota,Land,2016,Silver,"KSh 6,399,999",Foreign Used,Automatic,
Toyota,Harrier,2015,Silver,"KSh 2,500,000",Kenyan Used,Automatic,55000
Toyota,IST,2007,Silver,"KSh 630,000",Kenyan Used,Automatic,
Subaru,Impreza,2012,Silver,"KSh 980,000",Kenyan Used,CVT,
Nissan,Note,2015,Blue,"KSh 830,000",Foreign Used,Automatic,75632
Subaru,Forester,2006,Silver,"KSh 890,000",Kenyan Used,Automatic,
Toyota,Ractis,2011,Blue,"KSh 775,000",Foreign Used,CVT,121548
Mercedes-Benz,E250,2011,Black,"KSh 2,450,000",Kenyan Used,Automatic,
Subaru,Forester,2006,Silver,"KSh 890,000",Kenyan Used,Automatic,
Toyota,Harrier,2015,Black,"KSh 3,300,000",Foreign Used,Automatic,
Nissan,Juke,2013,Black,"KSh 950,000",Kenyan Used,Automatic,156908
Toyota,Land,2007,Red,"KSh 1,890,000",Kenyan Used,Automatic,
Toyota,Premio,2008,White,"KSh 950,000",Kenyan Used,Automatic,156870
Honda,CR-V,2007,Silver,"KSh 1,050,000",Kenyan Used,Automatic,167952
Mercedes-Benz,E250,2011,Black,"KSh 2,250,000",Kenyan Used,Automatic,125293
Volkswagen,Touareg,2006,Silver,"KSh 899,999",Kenyan Used,Automatic,
Subaru,Outback,2010,Gray,"KSh 1,390,000",Kenyan Used,Automatic,141253
Toyota,Corolla,2000,White,"KSh 485,000",Kenyan Used,Automatic,
Toyota,Vitz,2014,Black,"KSh 740,000",Kenyan Used,Automatic,130000
Toyota,Harrier,2016,White,"KSh 4,200,000",Foreign Used,Automatic,99000
Toyota,Vitz,2015,Blue,"KSh 990,000",Kenyan Used,Automatic,96000
Toyota,Land,2015,White,"KSh 8,200,000",Foreign Used,Automatic,
Mazda,Axela,2014,Red,"KSh 1,380,000",Kenyan Used,Automatic,
Toyota,Corolla,2012,Silver,"KSh 1,100,000",Kenyan Used,Automatic,129852
Toyota,Land,2007,Burgundy,"KSh 1,890,000",Kenyan Used,Automatic,145825
Suzuki,Wagon,2016,Black,"KSh 790,000",Kenyan Used,Automatic,80000
Ford,Ranger,2018,White,"KSh 4,099,999",Kenyan Used,Automatic,60000
Mazda,CX-5,2016,Blue,"KSh 3,150,000",Foreign Used,Automatic,46000
Toyota,Corolla,2000,White,"KSh 480,000",Kenyan Used,Automatic,130000
Subaru,Forester,2015,White,"KSh 2,650,000",Kenyan Used,Automatic,98000
Isuzu,D-MAX,2012,White,"KSh 1,299,000",Kenyan Used,Manual,160000
Mercedes-Benz,E200,2008,Black,"KSh 1,250,000",Kenyan Used,Automatic,
Suzuki,Escudo,2005,Silver,"KSh 600,000",Kenyan Used,Automatic,
Toyota,Corolla,2000,White,"KSh 485,000",Kenyan Used,Automatic,
Peugeot,404,1978,Blue,"KSh 180,000",Kenyan Used,Manual,140000
Subaru,Forester,2008,Silver,"KSh 885,000",Kenyan Used,Automatic,135080
Toyota,RAV4,2007,Silver,"KSh 1,050,000",Kenyan Used,Automatic,
Toyota,Corolla,2000,White,"KSh 480,000",Kenyan Used,Automatic,
Nissan,March,2012,Purple,"KSh 380,000",Kenyan Used,Automatic,
Mercedes-Benz,G-Class,2014,Black,"KSh 16,000,000",Foreign Used,Automatic,
Toyota,ISIS,2016,Blue,"KSh 1,480,000",Foreign Used,Automatic,
Toyota,Vitz,2014,Black,"KSh 695,000",Kenyan Used,Automatic,
Honda,Fit,2014,White,"KSh 990,000",Kenyan Used,Automatic,128000
Toyota,Hilux,2015,Silver,"KSh 3,900,000",Kenyan Used,Automatic,47000
Nissan,Skyline,2015,White,"KSh 1,900,000",Foreign Used,Automatic,106000
Nissan,Teana,2011,Silver,"KSh 780,000",Kenyan Used,Automatic,126000
Nissan,March,2012,Silver,"KSh 360,000",Kenyan Used,Automatic,
Toyota,Crown,2013,Black,"KSh 1,890,000",Kenyan Used,Automatic,98080
Mercedes-Benz,C200,2008,Gray,"KSh 1,400,000",Kenyan Used,Automatic,100000
Mitsubishi,Shogun,2010,Silver,"KSh 2,780,000",Kenyan Used,Automatic,344109
Volvo,V40,2016,Silver,"KSh 2,150,000",Foreign Used,Automatic,44000
Toyota,Fun,2003,White,"KSh 450,000",Kenyan Used,Automatic,
Toyota,Ractis,2008,Silver,"KSh 575,000",Kenyan Used,Automatic,134000
Toyota,Vitz,2012,Black,"KSh 650,000",Kenyan Used,Automatic,
Toyota,Corolla,2000,White,"KSh 485,000",Kenyan Used,Automatic,
Isuzu,D-MAX,2014,Red,"KSh 2,770,000",Kenyan Used,Manual,118600
BMW,X1,2012,Black,"KSh 1,490,000",Kenyan Used,Automatic,
Toyota,Alphard,2016,Black,"KSh 3,890,000",Foreign Used,Automatic,76005
Toyota,Avensis,2006,Silver,"KSh 590,000",Kenyan Used,Automatic,157069
Toyota,RAV4,2008,Gray,"KSh 1,480,000",Kenyan Used,Automatic,123080
Subaru,Outback,2007,Gold,"KSh 800,000",Kenyan Used,Automatic,150000
Toyota,Land,2007,Red,"KSh 1,880,000",Kenyan Used,Automatic,
Toyota,Caldina,2000,Green,"KSh 330,000",Kenyan Used,Automatic,
Toyota,Hilux,2007,Black,"KSh 1,950,000",Kenyan Used,Automatic,
Subaru,Outback,2010,Gray,"KSh 1,380,000",Kenyan Used,Automatic,
Toyota,Land,2016,White,"KSh 7,200,000",Foreign Used,Automatic,
Subaru,Forester,2008,Silver,"KSh 885,000",Kenyan Used,Automatic,135080
Toyota,Vanguard,2011,Black,"KSh 1,980,000",Kenyan Used,Automatic,96000
Toyota,Corolla,2015,Silver,"KSh 1,590,000",Kenyan Used,Automatic,54904
Toyota,Allion,2015,Silver,"KSh 1,620,000",Kenyan Used,Automatic,76954
Toyota,Vitz,2013,Blue,"KSh 730,000",Kenyan Used,Automatic,75000
Toyota,Auris,2009,Black,"KSh 835,000",Foreign Used,Automatic,120484
Toyota,IST,2008,Gray,"KSh 840,000",Kenyan Used,Automatic,129000
Toyota,Land,2008,Black,"KSh 2,580,000",Kenyan Used,Automatic,146551
Toyota,Harrier,2015,White,"KSh 3,200,000",Kenyan Used,Automatic,126652
Honda,Fit,2011,Silver,"KSh 890,000",Foreign Used,CVT,124544
Toyota,Land,2018,White,"KSh 6,800,000",Foreign Used,Automatic,129984
Toyota,Harrier,2001,Silver,"KSh 660,000",Kenyan Used,Automatic,
Nissan,X-Trail,2015,Silver,"KSh 2,250,000",Foreign Used,Automatic,
Nissan,NV200,2016,Silver,"KSh 1,250,000",Foreign Used,Automatic,16500
Nissan,Note,2013,Blue,"KSh 560,000",Kenyan Used,Automatic,145000
Mazda,Demio,2016,Silver,"KSh 1,200,000",Foreign Used,Automatic,92000
